j1_posicion_ranking;j1_partidos_ganados;j1_partidos_perdidos;j1_media_aces;j1_media_1servicioganado;j1_media_juegosganadosconservicio;j1_media_breakpointganados;j1_media_juegosganadosdevolviendo;j1_racha;j2_posicion_ranking;j2_partidos_ganados;j2_partidos_perdidos;j2_media_aces;j2_media_1servicioganado;j2_media_juegosganadosconservicio;j2_media_breakpointganados;j2_media_juegosganadosdevolviendo;j2_racha;resultado
1;18;1;94;0.73;0.87;0.48;0.38;1.0;4;5;4;25;0.67;0.75;0.42;0.23;0.67;W
1;18;1;94;0.73;0.87;0.48;0.38;1.0;3;14;9;96;0.7;0.79;0.37;0.23;0.5;L
1;18;1;94;0.73;0.87;0.48;0.38;1.0;4;10;7;49;0.67;0.69;0.39;0.27;0.67;W
1;18;1;94;0.73;0.87;0.48;0.38;1.0;3;16;6;57;0.69;0.77;0.4;0.19;0.83;W
1;18;1;94;0.73;0.87;0.48;0.38;1.0;3;14;9;96;0.7;0.79;0.37;0.23;0.5;W
1;18;1;94;0.73;0.87;0.48;0.38;1.0;1;22;5;54;0.7;0.78;0.43;0.39;1.0;W
1;18;1;94;0.73;0.87;0.48;0.38;1.0;3;1;7;33;0.65;0.73;0.43;0.24;0.0;W
1;18;1;94;0.73;0.87;0.48;0.38;1.0;4;9;8;0;0.0;0.0;0.0;0.0;0.5;W
1;18;1;94;0.73;0.87;0.48;0.38;1.0;1;14;6;166;0.73;0.86;0.38;0.27;0.67;W
1;18;1;94;0.73;0.87;0.48;0.38;1.0;2;15;8;63;0.65;0.71;0.47;0.32;0.67;W
1;18;1;94;0.73;0.87;0.48;0.38;1.0;1;14;4;62;0.71;0.83;0.45;0.34;0.83;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;3;7;4;52;0.77;0.81;0.39;0.23;0.5;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;2;9;5;168;0.77;0.89;0.34;0.15;0.5;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;2;10;5;114;0.7;0.78;0.41;0.3;0.5;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;2;9;7;86;0.72;0.8;0.48;0.28;0.83;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;4;0;3;6;0.62;0.59;0.4;0.09;0.0;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;3;8;8;165;0.73;0.75;0.43;0.27;0.33;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;2;4;3;76;0.68;0.75;0.4;0.26;0.67;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;3;14;7;76;0.67;0.74;0.45;0.3;0.67;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;1;8;4;31;0.69;0.71;0.29;0.22;0.67;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;1;18;1;94;0.73;0.87;0.48;0.38;1.0;L
1;22;5;54;0.7;0.78;0.43;0.39;1.0;3;14;9;96;0.7;0.79;0.37;0.23;0.5;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;2;15;8;63;0.65;0.71;0.47;0.32;0.67;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;1;10;3;51;0.71;0.82;0.49;0.29;0.83;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;1;18;1;94;0.73;0.87;0.48;0.38;1.0;L
1;22;5;54;0.7;0.78;0.43;0.39;1.0;3;3;8;25;0.68;0.74;0.3;0.19;0.33;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;1;13;3;90;0.74;0.84;0.45;0.28;1.0;L
1;22;5;54;0.7;0.78;0.43;0.39;1.0;4;18;13;123;0.69;0.77;0.37;0.24;0.67;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;3;8;8;101;0.72;0.81;0.41;0.18;0.33;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;2;4;4;135;0.76;0.9;0.39;0.17;0.67;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;1;18;1;94;0.73;0.87;0.48;0.38;1.0;L
1;22;5;54;0.7;0.78;0.43;0.39;1.0;5;21;9;72;0.69;0.72;0.32;0.21;1.0;L
1;22;5;54;0.7;0.78;0.43;0.39;1.0;5;11;11;20;0.72;0.65;0.48;0.23;0.67;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;3;2;5;23;0.61;0.62;0.33;0.13;0.33;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;4;4;8;25;0.62;0.65;0.38;0.26;0.5;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;4;13;10;28;0.66;0.74;0.29;0.19;0.67;W
1;22;5;54;0.7;0.78;0.43;0.39;1.0;3;14;9;96;0.7;0.79;0.37;0.23;0.5;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;3;11;11;76;0.68;0.76;0.44;0.31;0.17;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;4;1;4;0;0.0;0.0;0.0;0.0;0.17;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;5;1;3;31;0.74;0.8;0.36;0.24;0.17;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;2;6;4;130;0.74;0.84;0.4;0.24;0.67;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;5;2;5;3;0.53;0.35;0.27;0.15;0.33;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;3;11;11;76;0.68;0.76;0.44;0.31;0.17;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;3;16;6;57;0.69;0.77;0.4;0.19;0.83;L
1;15;4;95;0.73;0.79;0.41;0.25;1.0;4;4;8;25;0.62;0.65;0.38;0.26;0.5;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;1;18;1;94;0.73;0.87;0.48;0.38;1.0;L
1;15;4;95;0.73;0.79;0.41;0.25;1.0;2;6;4;130;0.74;0.84;0.4;0.24;0.67;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;3;2;1;129;0.69;0.78;0.41;0.29;0.33;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;3;14;9;96;0.7;0.79;0.37;0.23;0.5;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;1;13;3;90;0.74;0.84;0.45;0.28;1.0;L
1;15;4;95;0.73;0.79;0.41;0.25;1.0;3;13;3;47;0.74;0.8;0.46;0.29;0.83;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;2;6;4;23;0.7;0.79;0.43;0.34;0.67;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;1;8;4;31;0.69;0.71;0.29;0.22;0.67;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;1;14;4;62;0.71;0.83;0.45;0.34;0.83;L
1;15;4;95;0.73;0.79;0.41;0.25;1.0;4;7;8;119;0.7;0.75;0.41;0.28;0.67;W
1;15;4;95;0.73;0.79;0.41;0.25;1.0;3;16;6;57;0.69;0.77;0.4;0.19;0.83;W
1;9;6;72;0.74;0.86;0.45;0.25;0.83;5;19;8;56;0.68;0.74;0.3;0.17;1.0;W
1;9;6;72;0.74;0.86;0.45;0.25;0.83;5;6;6;0;0.0;0.0;0.0;0.0;0.67;W
1;9;6;72;0.74;0.86;0.45;0.25;0.83;2;9;10;92;0.67;0.77;0.4;0.32;0.67;W
1;9;6;72;0.74;0.86;0.45;0.25;0.83;1;14;6;166;0.73;0.86;0.38;0.27;0.67;W
1;9;6;72;0.74;0.86;0.45;0.25;0.83;1;14;4;62;0.71;0.83;0.45;0.34;0.83;L
1;9;6;72;0.74;0.86;0.45;0.25;0.83;4;7;8;119;0.7;0.75;0.41;0.28;0.67;W
1;9;6;72;0.74;0.86;0.45;0.25;0.83;1;14;4;62;0.71;0.83;0.45;0.34;0.83;L
1;9;6;72;0.74;0.86;0.45;0.25;0.83;5;3;8;23;0.72;0.8;0.33;0.13;0.33;W
1;9;6;72;0.74;0.86;0.45;0.25;0.83;4;5;5;64;0.76;0.75;0.38;0.19;0.5;L
1;9;6;72;0.74;0.86;0.45;0.25;0.83;2;10;3;100;0.72;0.83;0.42;0.26;1.0;L
1;9;6;72;0.74;0.86;0.45;0.25;0.83;2;10;6;87;0.72;0.83;0.42;0.21;0.67;W
1;9;6;72;0.74;0.86;0.45;0.25;0.83;3;14;9;96;0.7;0.79;0.37;0.23;0.5;W
1;9;6;72;0.74;0.86;0.45;0.25;0.83;2;15;8;63;0.65;0.71;0.47;0.32;0.67;L
1;9;6;72;0.74;0.86;0.45;0.25;0.83;5;3;8;23;0.72;0.8;0.33;0.13;0.33;W
1;9;6;72;0.74;0.86;0.45;0.25;0.83;2;9;5;168;0.77;0.89;0.34;0.15;0.5;L
3;16;6;57;0.69;0.77;0.4;0.19;0.83;5;5;6;27;0.67;0.69;0.4;0.17;0.67;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;5;21;9;72;0.69;0.72;0.32;0.21;1.0;L
3;16;6;57;0.69;0.77;0.4;0.19;0.83;5;6;6;3;0.59;0.67;0.4;0.14;0.5;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;5;21;9;72;0.69;0.72;0.32;0.21;1.0;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;3;7;4;52;0.77;0.81;0.39;0.23;0.5;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;3;12;8;101;0.73;0.81;0.38;0.19;0.67;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;3;4;3;35;0.67;0.72;0.39;0.19;0.67;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;4;1;7;0;0.0;0.0;0.0;0.0;0.17;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;2;10;6;87;0.72;0.83;0.42;0.21;0.67;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;1;15;4;95;0.73;0.79;0.41;0.25;1.0;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;1;14;6;166;0.73;0.86;0.38;0.27;0.67;L
3;16;6;57;0.69;0.77;0.4;0.19;0.83;4;13;11;48;0.73;0.82;0.4;0.22;0.33;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;2;15;8;63;0.65;0.71;0.47;0.32;0.67;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;1;14;4;62;0.71;0.83;0.45;0.34;0.83;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;1;13;3;90;0.74;0.84;0.45;0.28;1.0;L
3;16;6;57;0.69;0.77;0.4;0.19;0.83;4;13;14;70;0.69;0.82;0.35;0.21;0.83;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;1;18;1;94;0.73;0.87;0.48;0.38;1.0;L
3;16;6;57;0.69;0.77;0.4;0.19;0.83;4;18;13;123;0.69;0.77;0.37;0.24;0.67;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;2;15;8;63;0.65;0.71;0.47;0.32;0.67;L
3;16;6;57;0.69;0.77;0.4;0.19;0.83;3;3;8;25;0.68;0.74;0.3;0.19;0.33;W
3;16;6;57;0.69;0.77;0.4;0.19;0.83;1;15;4;95;0.73;0.79;0.41;0.25;1.0;L
1;10;3;51;0.71;0.82;0.49;0.29;0.83;2;9;7;86;0.72;0.8;0.48;0.28;0.83;W
1;10;3;51;0.71;0.82;0.49;0.29;0.83;2;10;3;100;0.72;0.83;0.42;0.26;1.0;W
1;10;3;51;0.71;0.82;0.49;0.29;0.83;1;8;4;31;0.69;0.71;0.29;0.22;0.67;L
1;10;3;51;0.71;0.82;0.49;0.29;0.83;3;2;5;23;0.61;0.62;0.33;0.13;0.33;W
1;10;3;51;0.71;0.82;0.49;0.29;0.83;5;15;12;61;0.68;0.72;0.36;0.23;0.83;W
1;10;3;51;0.71;0.82;0.49;0.29;0.83;1;8;4;31;0.69;0.71;0.29;0.22;0.67;W
1;10;3;51;0.71;0.82;0.49;0.29;0.83;1;22;5;54;0.7;0.78;0.43;0.39;1.0;L
1;10;3;51;0.71;0.82;0.49;0.29;0.83;5;21;9;72;0.69;0.72;0.32;0.21;1.0;W
1;10;3;51;0.71;0.82;0.49;0.29;0.83;4;7;8;119;0.7;0.75;0.41;0.28;0.67;W
1;10;3;51;0.71;0.82;0.49;0.29;0.83;1;13;3;90;0.74;0.84;0.45;0.28;1.0;L
1;10;3;51;0.71;0.82;0.49;0.29;0.83;5;15;12;61;0.68;0.72;0.36;0.23;0.83;W
1;10;3;51;0.71;0.82;0.49;0.29;0.83;5;6;17;4;0.67;0.65;0.17;0.13;0.5;W
1;10;3;51;0.71;0.82;0.49;0.29;0.83;4;10;9;78;0.68;0.77;0.46;0.24;0.33;W
2;4;4;135;0.76;0.9;0.39;0.17;0.67;5;14;13;22;0.74;0.84;0.41;0.24;0.5;W
2;4;4;135;0.76;0.9;0.39;0.17;0.67;5;2;2;10;0.58;0.57;0.2;0.08;0.33;W
2;4;4;135;0.76;0.9;0.39;0.17;0.67;3;13;6;92;0.65;0.75;0.46;0.27;0.83;L
2;4;4;135;0.76;0.9;0.39;0.17;0.67;1;13;3;90;0.74;0.84;0.45;0.28;1.0;L
2;4;4;135;0.76;0.9;0.39;0.17;0.67;4;4;7;8;0.58;0.61;0.5;0.16;0.5;W
2;4;4;135;0.76;0.9;0.39;0.17;0.67;1;8;4;31;0.69;0.71;0.29;0.22;0.67;W
2;4;4;135;0.76;0.9;0.39;0.17;0.67;1;22;5;54;0.7;0.78;0.43;0.39;1.0;L
2;4;4;135;0.76;0.9;0.39;0.17;0.67;4;18;13;123;0.69;0.77;0.37;0.24;0.67;L
2;9;5;168;0.77;0.89;0.34;0.15;0.5;1;22;5;54;0.7;0.78;0.43;0.39;1.0;L
2;9;5;168;0.77;0.89;0.34;0.15;0.5;5;12;14;4;0.59;0.52;0.5;0.15;0.5;W
2;9;5;168;0.77;0.89;0.34;0.15;0.5;5;5;6;27;0.67;0.69;0.4;0.17;0.67;L
2;9;5;168;0.77;0.89;0.34;0.15;0.5;5;4;3;18;0.59;0.55;0.27;0.06;0.5;W
2;9;5;168;0.77;0.89;0.34;0.15;0.5;4;5;4;25;0.67;0.75;0.42;0.23;0.67;L
2;9;5;168;0.77;0.89;0.34;0.15;0.5;2;10;6;87;0.72;0.83;0.42;0.21;0.67;W
2;9;5;168;0.77;0.89;0.34;0.15;0.5;2;15;6;66;0.67;0.7;0.43;0.29;0.83;L
2;9;5;168;0.77;0.89;0.34;0.15;0.5;3;13;3;47;0.74;0.8;0.46;0.29;0.83;L
2;9;5;168;0.77;0.89;0.34;0.15;0.5;4;22;17;126;0.7;0.77;0.38;0.2;1.0;W
2;9;5;168;0.77;0.89;0.34;0.15;0.5;3;8;8;101;0.72;0.81;0.41;0.18;0.33;W
2;9;5;168;0.77;0.89;0.34;0.15;0.5;2;15;8;63;0.65;0.71;0.47;0.32;0.67;W
2;9;5;168;0.77;0.89;0.34;0.15;0.5;1;9;6;72;0.74;0.86;0.45;0.25;0.83;W
2;9;5;168;0.77;0.89;0.34;0.15;0.5;1;13;3;90;0.74;0.84;0.45;0.28;1.0;W
2;9;5;168;0.77;0.89;0.34;0.15;0.5;5;0;3;4;0.72;0.77;0.5;0.08;0.0;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;5;3;9;1;0.53;0.54;0.53;0.22;0.0;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;4;13;11;48;0.73;0.82;0.4;0.22;0.33;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;4;10;9;78;0.68;0.77;0.46;0.24;0.33;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;2;10;3;100;0.72;0.83;0.42;0.26;1.0;L
3;13;3;47;0.74;0.8;0.46;0.29;0.83;4;6;7;130;0.7;0.83;0.36;0.16;0.33;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;5;9;9;3;0.59;0.59;0.31;0.29;0.67;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;4;5;5;64;0.76;0.75;0.38;0.19;0.5;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;3;14;7;76;0.67;0.74;0.45;0.3;0.67;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;5;6;17;4;0.67;0.65;0.17;0.13;0.5;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;4;18;13;123;0.69;0.77;0.37;0.24;0.67;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;2;9;5;168;0.77;0.89;0.34;0.15;0.5;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;5;11;7;20;0.68;0.64;0.4;0.12;0.67;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;2;4;3;76;0.68;0.75;0.4;0.26;0.67;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;2;10;3;100;0.72;0.83;0.42;0.26;1.0;W
3;13;3;47;0.74;0.8;0.46;0.29;0.83;2;10;6;87;0.72;0.83;0.42;0.21;0.67;L
3;13;3;47;0.74;0.8;0.46;0.29;0.83;1;15;4;95;0.73;0.79;0.41;0.25;1.0;L
2;15;8;63;0.65;0.71;0.47;0.32;0.67;3;11;11;76;0.68;0.76;0.44;0.31;0.17;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;2;10;3;100;0.72;0.83;0.42;0.26;1.0;L
2;15;8;63;0.65;0.71;0.47;0.32;0.67;5;3;8;23;0.72;0.8;0.33;0.13;0.33;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;1;14;6;166;0.73;0.86;0.38;0.27;0.67;L
2;15;8;63;0.65;0.71;0.47;0.32;0.67;2;9;7;86;0.72;0.8;0.48;0.28;0.83;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;5;21;9;72;0.69;0.72;0.32;0.21;1.0;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;4;0;6;0;0.0;0.0;0.0;0.0;0.0;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;4;10;7;49;0.67;0.69;0.39;0.27;0.67;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;1;22;5;54;0.7;0.78;0.43;0.39;1.0;L
2;15;8;63;0.65;0.71;0.47;0.32;0.67;2;9;10;92;0.67;0.77;0.4;0.32;0.67;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;4;10;7;49;0.67;0.69;0.39;0.27;0.67;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;3;16;6;57;0.69;0.77;0.4;0.19;0.83;L
2;15;8;63;0.65;0.71;0.47;0.32;0.67;4;1;4;0;0.0;0.0;0.0;0.0;0.17;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;4;4;8;25;0.62;0.65;0.38;0.26;0.5;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;5;11;7;20;0.68;0.64;0.4;0.12;0.67;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;2;9;10;92;0.67;0.77;0.4;0.32;0.67;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;3;16;6;57;0.69;0.77;0.4;0.19;0.83;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;1;9;6;72;0.74;0.86;0.45;0.25;0.83;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;1;18;1;94;0.73;0.87;0.48;0.38;1.0;L
2;15;8;63;0.65;0.71;0.47;0.32;0.67;2;9;5;168;0.77;0.89;0.34;0.15;0.5;L
2;15;8;63;0.65;0.71;0.47;0.32;0.67;5;3;8;23;0.72;0.8;0.33;0.13;0.33;W
2;15;8;63;0.65;0.71;0.47;0.32;0.67;3;11;11;76;0.68;0.76;0.44;0.31;0.17;L
2;15;8;63;0.65;0.71;0.47;0.32;0.67;3;11;11;76;0.68;0.76;0.44;0.31;0.17;L
1;14;6;166;0.73;0.86;0.38;0.27;0.67;3;9;9;117;0.71;0.81;0.43;0.22;0.67;W
1;14;6;166;0.73;0.86;0.38;0.27;0.67;5;5;6;27;0.67;0.69;0.4;0.17;0.67;L
1;14;6;166;0.73;0.86;0.38;0.27;0.67;5;3;9;1;0.53;0.54;0.53;0.22;0.0;W
1;14;6;166;0.73;0.86;0.38;0.27;0.67;2;15;8;63;0.65;0.71;0.47;0.32;0.67;W
1;14;6;166;0.73;0.86;0.38;0.27;0.67;1;9;6;72;0.74;0.86;0.45;0.25;0.83;L
1;14;6;166;0.73;0.86;0.38;0.27;0.67;3;9;9;117;0.71;0.81;0.43;0.22;0.67;W
1;14;6;166;0.73;0.86;0.38;0.27;0.67;3;16;6;57;0.69;0.77;0.4;0.19;0.83;W
1;14;6;166;0.73;0.86;0.38;0.27;0.67;2;15;6;66;0.67;0.7;0.43;0.29;0.83;L
1;14;6;166;0.73;0.86;0.38;0.27;0.67;5;0;6;0;0.0;0.0;0.0;0.0;0.0;W
1;14;6;166;0.73;0.86;0.38;0.27;0.67;3;2;5;23;0.61;0.62;0.33;0.13;0.33;W
1;14;6;166;0.73;0.86;0.38;0.27;0.67;1;14;4;62;0.71;0.83;0.45;0.34;0.83;L
1;14;6;166;0.73;0.86;0.38;0.27;0.67;3;9;9;117;0.71;0.81;0.43;0.22;0.67;W
1;14;6;166;0.73;0.86;0.38;0.27;0.67;3;8;8;101;0.72;0.81;0.41;0.18;0.33;W
